"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000101255",65.232289477424,-1.82374175258606,0.158563564743509,-11.515999952763,1.09580943173369e-30,3.65269810577896e-28
"ENSG00000131910",20.8661436027747,-0.660383238082097,0.160306053312107,-4.11977238197842,3.79246859697202e-05,0.000308330780241627
"ENSG00000130513",22.6900959858248,-1.60647613472222,0.172117687169426,-9.34035788524151,9.60090395879755e-21,9.60090395879755e-19
"ENSG00000090339",15.4842947493847,-0.498216045313656,0.160129060536786,-3.11207865505009,0.00185774994955494,0.00844431795252244
"ENSG00000150687",16.563268376922,0.0230367556360446,0.153612340920496,0.149917653064404,0.880829583988802,0.915623268179627
"ENSG00000119888",30.4817201299527,0.0320292144190501,0.149998584041423,0.213480445130168,0.83095224010059,0.888718973369615
"ENSG00000079385",17.469448833641,-0.183982038328196,0.144386800586975,-1.27364585874901,0.202788952108942,0.334239425939178
"ENSG00000088325",15.2097639635009,0.467047267343217,0.157430086763645,2.96620404732367,0.00301500382930255,0.0127754399546718
"ENSG00000148773",15.6432138922658,0.306273035272329,0.152975605033622,2.00214133729799,0.0452695327580299,0.109611459462542
"ENSG00000122952",24.9726185218245,0.533709328507478,0.127842627503134,4.17366528609202,2.99738023441249e-05,0.000254015274102754
"ENSG00000148677",18.5165542945213,-1.44479279030432,0.180875141670707,-8.00250243568596,1.21915759936884e-15,6.38036322094186e-14
"ENSG00000051108",58.9449781528318,-1.95213843058963,0.148732742538127,-13.1335392671942,2.11533988088674e-39,1.05766994044337e-36
"ENSG00000162344",13.9222491069788,-0.511956317517415,0.158993372583785,-3.21908321496332,0.00128601159204954,0.00621261638671276
"ENSG00000151655",44.3339434512462,0.0690039259679538,0.126428806547798,0.545732714833139,0.585249680519848,0.692603172212838
"ENSG00000089685",23.7153299577109,0.309817898754437,0.138195609425805,2.24195989633676,0.0249639643303727,0.0695835555498912
"ENSG00000100297",13.4525383291622,0.244755078606461,0.148654872750232,1.64618910056166,0.0997248325649607,0.200250667801126
"ENSG00000164104",23.1776628166003,0.432151917996872,0.143720845700214,3.00655547401028,0.00264225837789207,0.0113401647119831
"ENSG00000120129",30.1943306084257,-1.30727519570399,0.147200857866649,-8.88189716928128,6.57295843247408e-19,5.05612187113391e-17
"ENSG00000076003",13.6954451421789,0.534002407901372,0.141985517449141,3.75946339509551,0.000170278188255165,0.00115835502214398
"ENSG00000132646",32.4818761779477,0.430889615092722,0.12680482987769,3.39698980106244,0.000681315062287427,0.00376417161484766
"ENSG00000074416",34.3718862409782,-0.14220597006296,0.12636942503322,-1.1249904739965,0.260593070970588,0.396640899498611
"ENSG00000163631",378.279818781978,-0.043322283075145,0.106270533345668,-0.407652301305634,0.683528960737994,0.767432002571376
"ENSG00000163586",72.054666138105,-0.441014240859107,0.13111595034633,-3.36363487104016,0.000769232400064811,0.00411354224633589
"ENSG00000158710",30.5143293115307,0.0632315618144028,0.130137608616022,0.485732385578535,0.627156918877059,0.72336438163444
"ENSG00000118515",21.8743066418433,0.195782007836043,0.123672690739036,1.58238420058652,0.11356188928749,0.219231446500945
"ENSG00000070669",18.8752144622591,-1.34636540165402,0.156471638357905,-8.60513003142466,7.62302923775253e-18,4.76439327359533e-16
"ENSG00000137804",18.0527915217324,0.233043117916832,0.146966631107075,1.58616652169677,0.112701539971701,0.217991373252806
"ENSG00000135744",100.935266644433,0.375147525445586,0.103978880394579,3.60732713723252,0.000309367511237432,0.00189796019164069
"ENSG00000159176",25.6683721197599,-0.0330092459154467,0.129344453229205,-0.255127344547964,0.798624744928081,0.863097903374152
"ENSG00000117724",16.8010388556766,0.150734209608105,0.156342586878154,0.964506693087724,0.334791954422161,0.47750765955542
"ENSG00000140465",10.7126166667433,-0.262636378348731,0.163175279618674,-1.60930058287584,0.107550631709807,0.212222436374883
"ENSG00000112118",27.8013958617397,0.489793075485406,0.116299168554323,4.21080133979435,2.5446644572088e-05,0.000223216180456912
"ENSG00000132329",13.0449549542448,-0.164994660766388,0.152511032245124,-1.08163667916991,0.279413999576278,0.418284430503411
"ENSG00000131153",12.9243540079031,0.402640776920967,0.142841446400796,2.81884668443765,0.00481965326981494,0.0186086998834554
"ENSG00000075624",1217.49921532348,0.320924494820116,0.0853379111846294,3.76048447474304,0.000169584600115348,0.00115835502214398
"ENSG00000109971",165.381673977276,0.359632502077721,0.0960483691935533,3.74384643802196,0.000181224436795147,0.00122448943780505
"ENSG00000166508",69.4878781857674,0.375694562613505,0.107155587203489,3.50557179068082,0.000455627606712452,0.00266448892814299
"ENSG00000073111",13.7036973761616,0.343864310491144,0.131295101660481,2.6183696909069,0.00883510288350344,0.0299495013000117
"ENSG00000131747",12.7872480103717,0.260688331134879,0.162158364869899,1.60820116442615,0.107791128243733,0.212222436374883
"ENSG00000093009",10.5869893384949,0.489783269136914,0.150521456442649,3.25548321548556,0.00113199587197005,0.00552193108278074
"ENSG00000104738",12.732708409286,0.35212944096193,0.134357220018523,2.62041728955446,0.0087822230769653,0.0298715070645078
"ENSG00000142871",10.7449551580399,-0.230887764612093,0.160790468249472,-1.43549579326999,0.151145866231466,0.267989124523875
"ENSG00000120708",20.1413370792537,-0.395220853161978,0.134604815974223,-2.93579226713859,0.00332697036541609,0.0138048562880336
"ENSG00000156587",18.007823612594,-0.465108584813044,0.137150143308283,-3.39115584555934,0.000695985125833587,0.00380791191626669
"ENSG00000099937",13.2821371499642,0.0099193625271527,0.135279131160254,0.0733082270880235,0.941560845047996,0.960776372497955
"ENSG00000118271",50.7643062801561,-0.374145374331623,0.13386193140564,-2.7950339446982,0.00518942660106355,0.0196204883786445
"ENSG00000101057",11.7543825747399,0.477456365235893,0.142286400149475,3.35622997293054,0.000790128367223725,0.00420281046395598
"ENSG00000099250",14.020025811489,0.299891360038681,0.136932584295417,2.1902045183814,0.0285094077051642,0.0776823098233356
"ENSG00000100234",14.4568497180624,0.0668533822128094,0.130060145064243,0.51382942256526,0.607371255181329,0.7099618782393
"ENSG00000145287",11.2857834758765,0.134468889349544,0.149619238062395,0.899039718741754,0.368631504866796,0.510569951339053
"ENSG00000127324",18.4483096828087,-0.340596201475948,0.13663290352249,-2.49280595776704,0.0126738086820557,0.0397298077807389
"ENSG00000110169",18.8529636186692,-0.152900805525029,0.128670604967944,-1.18797994340856,0.234841311621885,0.368667679155235
"ENSG00000133636",11.6066266467021,0.0259528516214014,0.163399611992488,0.158868544913966,0.873772443429909,0.912079794812014
"ENSG00000086696",9.96166288596304,0.113700808905438,0.149988365768353,0.757864115743817,0.448532334423266,0.585551350422019
"ENSG00000166851",9.20046899405214,0.424752340108315,0.171126446675204,2.48242612775478,0.0130491121438458,0.0403997279995226
"ENSG00000076248",13.3046155403177,0.483353286920385,0.1253110369357,3.85593901905418,0.000115286226797242,0.000829397315088074
"ENSG00000092853",13.9540084333919,0.775232261121047,0.139197340609456,1.50756273848977,0.13166647538464,0.245016014134814
"ENSG00000113889",14.3784841662946,-0.27040344195707,0.138995964611022,-1.9454268924483,0.0517236207010489,0.120567880422025
"ENSG00000118137",254.600977661501,-0.370618728812709,0.113481110895958,-3.2660657977576,0.00109052907016242,0.00542551776200207
"ENSG00000091513",308.272820119918,-0.0120850573319237,0.0852905473956373,-0.141686812012064,0.887327392331681,0.921419929731756
"ENSG00000125730",13.1808890174585,-0.509913031930307,0.140735530976287,-3.62268680285016,0.000291558762939958,0.00179974545024665
"ENSG00000145192",158.210651246339,-0.258344160436639,0.103544389164216,-2.49478116401506,0.0126034831841201,0.0396335949186166
"ENSG00000165304",9.95400997144146,0.458342370969594,0.140037037295289,3.27336376341137,0.00106275608779384,0.00534048285323537
"ENSG00000087586",10.2693184159726,0.488627427109285,0.152939010906833,3.19632296867396,0.00139191212519613,0.00659673992983947
"ENSG00000129810",12.5091741950601,0.428216536493151,0.131294090278442,3.26296258015178,0.00110254076646343,0.00545812260625461
"ENSG00000135919",15.6392618310408,-0.373232091446033,0.127603856123245,-2.92319937425947,0.00346454598675179,0.0141989589620975
"ENSG00000100526",13.5772746831121,0.199088479799223,0.143157014342897,1.39156888712444,0.16405298586441,0.283785001279416
"ENSG00000012504",17.4105459551654,-0.269495898862491,0.131970398618126,-2.0415560223199,0.0411955914139125,0.102534055401888
"ENSG00000094804",15.0570243524942,-0.109210753775527,0.134464209015096,-0.812383870814602,0.416571398322768,0.553951327556873
"ENSG00000116661",13.2269925427906,-0.129467706866641,0.135441917187795,-0.956168916068229,0.338986901436216,0.480826748333538
"ENSG00000164109",12.9685308845995,0.607862212421539,0.126673866344546,4.79895995490436,1.59491676369361e-06,1.80246648557194e-05
"ENSG00000145020",14.1027046228566,0.026042790987665,0.124140766162986,0.209751990044796,0.833861245815074,0.890848394429199
"ENSG00000006327",27.5834123170039,-0.462405710957084,0.124728874009442,-3.7059513416418,0.000210598731677556,0.00140399154451704
"ENSG00000135821",51.3786194490218,0.252740193185471,0.0918359489650735,2.75144680848687,0.00593326546974429,0.0216542535392127
"ENSG00000010278",9.52843468758043,-0.231451565245369,0.152118324085972,-0.171952576012682,0.863474812424457,0.908548576019102
"ENSG00000137831",11.251261007436,-0.204036273088293,0.138476216513706,-1.47380129453983,0.140535099676946,0.255518363048994
"ENSG00000110104",19.5400630257293,0.540519273997989,0.112636455364923,4.7977979001802,1.60419517215903e-06,1.80246648557194e-05
"ENSG00000091583",17.6437873111405,-0.0744531299622387,0.127817907586542,-0.582573566189511,0.560180404530447,0.670380508690275
"ENSG00000100196",13.4387433915642,-0.684265878379882,0.137937061334813,-4.96073636678552,7.02264496827827e-07,8.77830621034784e-06
"ENSG00000149131",23.6408748906932,0.0403292279151439,0.126533082886581,0.318729336739487,0.749931766481667,0.822293603598319
"ENSG00000111665",9.58884694242406,0.544383223173204,0.164601475265814,3.30969364202162,0.000933981363248829,0.00474102214847121
"ENSG00000160789",22.4849114573899,-0.13030213473327,0.121026281582348,-1.0762537087672,0.281813805384861,0.421246345866758
"ENSG00000134333",171.337062563324,0.329268918661127,0.0798347730534517,4.12401870867861,3.7231863299917e-05,0.000305179207376369
"ENSG00000100079",10.2770315266258,-0.415050877215911,0.17342205994365,-2.39652885699319,0.0165511901586598,0.0489680182208869
"ENSG00000102316",11.4721297557729,-0.317408513606001,0.135964341987305,-2.3341949631475,0.0195855155332617,0.0562802170496026
"ENSG00000067082",11.9324513650701,-0.73535099789769,0.150873825633866,-4.87501638648113,1.08799423435458e-06,1.32682223701778e-05
"ENSG00000132768",10.339806084579,0.338790904411785,0.133554383088443,2.53655764230847,0.0111948311229061,0.036704364337397
"ENSG00000107551",10.4191125659462,-0.176566998434178,0.136435982752227,-1.29411639219976,0.19562522025049,0.325499534526606
"ENSG00000084674",88.0287620454887,-0.15370494993919,0.102771865652245,-1.49543461412066,0.134801052526245,0.248134521171485
"ENSG00000148180",13.9644289485028,0.390470450648202,0.137392871784946,2.84305876932267,0.00446828303783113,0.0174542306165279
"ENSG00000109805",7.4742259856114,0.780437565166639,0.1531660210664,5.09629885347353,3.46358205241014e-07,4.61810940321352e-06
"ENSG00000108219",9.12173779300159,0.428184671478515,0.129584279658932,3.30472504063209,0.000950696182807973,0.00480149587276754
"ENSG00000135052",19.7199255393798,-0.176601158321124,0.117548581547696,-1.50176199229549,0.133158587384768,0.246466871968154
"ENSG00000065911",18.4885603248166,-1.02857833087803,0.14080700059346,-7.30585455987341,2.75510057223693e-13,1.05965406624497e-11
"ENSG00000085662",18.4403537534097,-0.0785596286099795,0.123019648368763,-0.638914229252271,0.522878730756627,0.640998100205754
"ENSG00000128590",19.2877217257818,-1.16123592453139,0.145231315342935,-7.99688408609461,1.27607264418837e-15,6.38036322094186e-14
"ENSG00000112096",26.9349174893548,-0.602040354955472,0.136100312515749,-4.42660227897421,9.57290022516032e-06,9.66959618703063e-05
"ENSG00000087074",14.8555234902492,-1.419134735345,0.155044792170407,-9.15207275228061,5.5851453054937e-20,5.07740482317609e-18
"ENSG00000138823",12.1965702020463,0.108535407487983,0.134259632653363,0.808311737360413,0.418911147374275,0.554849201820232
"ENSG00000100162",13.8852126107745,0.480554082206688,0.128903234517363,3.72934205741626,0.000191980396298254,0.00128845903555875
"ENSG00000161011",94.8845236292056,-0.480672050685613,0.105268269601524,-4.56544768559953,4.98429488310039e-06,5.30244136500041e-05
"ENSG00000127831",14.6455770411206,-0.211446512161466,0.123805264562083,-0.528328580050277,0.597271298379358,0.703499762519856
"ENSG00000135047",14.7532059966771,-0.369382105805601,0.124817468418389,-2.95866797772375,0.00308971798208004,0.0129332976826867
"ENSG00000119333",9.40272970225082,0.312871164826444,0.135131970086882,2.31607492352272,0.0205541782134273,0.0584076803205691
"ENSG00000101447",8.4875791430033,0.659421467401559,0.151202135738841,4.36578992434217,1.26664171536701e-05,0.000121792472631443
"ENSG00000115255",12.8297041224941,0.0210795965941631,0.13592988466683,0.155085585747726,0.87675384560326,0.914237586656163
"ENSG00000121316",13.4982969108878,0.252111065989514,0.118096279900481,2.13421345819353,0.0328253115387764,0.0866925195764374
"ENSG00000138449",13.7384961525598,0.189606464105641,0.12168296801779,1.5578511686786,0.119268533060621,0.226746260571524
"ENSG00000163950",34.3108375488312,0.349600193670248,0.10236758331392,3.41443709133741,0.000639139512426888,0.00355077506903827
"ENSG00000079616",12.6639761220644,0.309850469670114,0.128854790157081,2.40508328236378,0.0161687805546852,0.0479785773136058
"ENSG00000049541",17.7074804045921,0.0963336967897976,0.114828245804744,0.839065778215246,0.40143239861669,0.539457247962986
"ENSG00000147955",13.6813808060716,0.0939768352185651,0.118781105707376,0.79105265093801,0.428913267878866,0.567345592432362
"ENSG00000116863",12.6795137340402,-0.0740001196253356,0.128674107656728,-0.57515869865607,0.565183972416976,0.675249668359589
"ENSG00000134690",8.09750353908585,0.465278153783623,0.156481618620235,2.97642972407938,0.00291625911236327,0.012409613244099
"ENSG00000106853",20.6965510604378,-0.704705394145732,0.132691428447827,-3.96676748857877,7.28540024589608e-05,0.000547774454578653
"ENSG00000042493",18.3636791259459,-0.293356152162149,0.120727978387936,-2.42915482362614,0.015134068088149,0.0455845424341837
"ENSG00000144120",15.5430464451802,0.312302749830303,0.117615502287,2.65500054355073,0.00793082807376315,0.0275375974783443
"ENSG00000163754",10.5379990085363,-0.23411769796771,0.129260826358081,-1.81112860705288,0.0701209462231673,0.15112272892924
"ENSG00000085063",16.1387631101709,-0.168298488106333,0.118532285176164,-0.0971208457542505,0.922630426598677,0.947259164885706
"ENSG00000127399",12.257255809314,0.254335134129702,0.123685063891513,2.05599734930348,0.0397827717016487,0.100461544701133
"ENSG00000137207",20.4395948821471,-0.389288225340139,0.113602299473542,-3.42554463643829,0.000613568106428059,0.0034470118338655
"ENSG00000142089",11.1975441307231,-0.918556322939238,0.154371219875795,-5.9539524704063,2.6174284682531e-09,6.23197254345976e-08
"ENSG00000162434",19.6822183808835,-0.508547843273303,0.127014814663727,-6.56417427478713,5.2321980501851e-11,1.50962986298483e-09
"ENSG00000068001",16.026873295148,0.604345808284197,0.104273796545194,5.79458554030169,6.84901084314087e-09,1.39775731492671e-07
"ENSG00000135124",11.2870174350076,-0.267007866474239,0.133790087337616,-1.99727904440997,0.0457948784837487,0.110349104780117
"ENSG00000101940",12.154573775476,-0.080029133863647,0.12689175995359,-0.630623982149319,0.528286414214481,0.64661739805934
"ENSG00000080618",8.13515655500768,0.362808707038378,0.148374258941343,2.4458681064924,0.0144503852307261,0.0436567529629187
"ENSG00000030582",22.1784536111904,-0.0920291530730415,0.109467277392311,-0.840461605683065,0.40064962010892,0.539457247962986
"ENSG00000138074",10.3148180718215,0.439494587405957,0.126701377568773,3.47030819484406,0.000519861487633109,0.00298121015578045
"ENSG00000109079",10.0765679119254,-0.0993514644467259,0.128586890211638,-0.772551193566215,0.439788038508434,0.577411172853151
"ENSG00000118520",7.77629365611444,0.641964702209013,0.165288677131899,3.8826837320277,0.000103309901335177,0.000754086871059683
"ENSG00000079112",7.47935090851068,-0.217594468013712,0.15605026598182,0.0607555775264917,0.951553868925195,0.966878771245096
"ENSG00000116096",10.4574301719904,0.0588141720285322,0.135084400426983,0.435507428521137,0.663194148145762,0.753629713802003
"ENSG00000129195",7.97818156784052,0.611546635800447,0.168624459949969,3.63106430375986,0.000282254841440858,0.00176409275900536
"ENSG00000132773",8.24389754334092,0.0835663283234883,0.14613379787277,0.572125733767298,0.567236796294141,0.675772074845719
"ENSG00000073536",10.0176115855883,-0.0151066958355488,0.133137298008822,-0.113515373302252,0.909621975726038,0.938844970026145
"ENSG00000137575",16.6141726843328,-0.52597071882845,0.123649818158303,-4.25305090369572,2.10877616398031e-05,0.000189979834592821
"ENSG00000107175",17.6369751716023,-0.514680489490258,0.12262161205192,-4.19749400298096,2.69884801807447e-05,0.000232659311902971
"ENSG00000102393",13.2035528757162,-0.00171744994489413,0.121134527403735,-0.0141766488351626,0.988689049645949,0.991664041771263
"ENSG00000162736",13.0289975272865,-0.0420548242611531,0.112891594781298,-0.37231391300699,0.709659140959544,0.786761797072665
"ENSG00000163032",11.7961301290184,0.350061062990719,0.133496020946695,2.62471147586085,0.00867224197421216,0.0295980954751268
"ENSG00000101811",9.02545879502463,0.289453867889368,0.132698378580654,2.18106770061175,0.029178409419179,0.0788605659977811
"ENSG00000146263",9.9167370188211,0.332503612909132,0.125954912554045,2.64018623839752,0.00828604788219391,0.0285725789041169
"ENSG00000100906",39.2875784318359,-0.72188711732646,0.126708373586495,-5.69949568912089,1.20162363061598e-08,2.35612476591369e-07
"ENSG00000143570",22.9573677072452,0.2817761610037,0.096108657628364,2.9313007025615,0.0033754587331873,0.0139481765834186
"ENSG00000103876",8.29123951761697,-0.103817754178259,0.141372871418265,-0.734506262794374,0.462640244605237,0.59541859022553
"ENSG00000025772",20.880223246368,0.226754290235641,0.106299166211749,2.1327753725443,0.0329431574390462,0.0866925195764374
"ENSG00000123416",129.909896285515,0.382663350607405,0.0795238147802872,4.81151203189132,1.49792715067251e-06,1.72175534560059e-05
"ENSG00000077152",17.4749382248148,0.160342011878716,0.120116601800299,1.33514973565048,0.181827344132368,0.307650776186885
"ENSG00000162231",11.3601865982575,0.107336752694723,0.125480439304232,0.855534299664688,0.392255424352408,0.532232597493091
"ENSG00000136717",9.57779461610602,-0.359301622079723,0.140426671671165,1.03333960898849,0.301444997295731,0.443301466611369
"ENSG00000136960",9.85217405524689,-0.00558373594904801,0.125593553781178,-0.044453584670695,0.964542849441087,0.97557915394311
"ENSG00000116133",45.0445061185135,0.174014458139359,0.094466764872334,1.84164979334771,0.0655263925460737,0.1443312611147
"ENSG00000092621",52.8519702735244,-0.413000797079627,0.105123905784297,-3.92843981217845,8.54987423334316e-05,0.000638050315921132
"ENSG00000125968",61.0027358914834,0.156354188717983,0.106667623681877,1.46573993722417,0.142719149566986,0.257615793442212
"ENSG00000117318",72.0364517227314,0.281460588417863,0.112566378893131,2.5001174505258,0.0124152138397748,0.0391647124283116
"ENSG00000110092",31.4452044645941,0.113050218435425,0.107089448083009,1.05573637339715,0.291088674357254,0.430604547865761
"ENSG00000079689",12.3066915423798,-0.00730124057803206,0.128139383181647,-0.0569909235799705,0.954552425325074,0.967125050987917
"ENSG00000109107",8.26110199182411,-0.211567970359653,0.140448082676394,-1.50696895242552,0.13181861560453,0.245016014134814
"ENSG00000088298",11.7684657842064,-1.25013310696776,0.138441041158377,-5.80909682322651,6.2810758475507e-09,1.33639911650015e-07
"ENSG00000001497",13.9522084765749,0.0793091477357664,0.119776005468825,0.662136793897043,0.507883557213952,0.628568758928159
"ENSG00000100473",17.2260512725969,0.36970983334978,0.107175071744748,3.44870732785334,0.000563276862057221,0.00320043671623421
"ENSG00000134291",26.7527769897049,0.368058399178819,0.104438184493502,3.52399208837482,0.000425096941797287,0.00253033893926956
"ENSG00000148672",12.0801123329821,0.249577817426824,0.117788816436351,2.11855505711293,0.0341280873144292,0.0895750323213365
"ENSG00000161921",13.1208900140991,0.334567477376869,0.1149051457235,2.91103302984376,0.00360235934011551,0.0145256425004658
"ENSG00000079739",9.68800354307046,0.0513201260411402,0.131564072764142,0.390095767682502,0.696465732323664,0.776098787368305
"ENSG00000163993",38.5181117593311,-1.26113535065044,0.129995863979147,-9.70125291913413,2.97818677113218e-22,3.72273346391522e-20
"ENSG00000119403",10.5337126508851,-0.0649745356546511,0.144248295597893,-0.450680060015886,0.65222015569403,0.744543556728345
"ENSG00000033050",9.85345435885482,0.0981305311975155,0.12673748493549,0.774214547101043,0.438803927096498,0.577373588284866
"ENSG00000149150",17.1054844458364,-0.398991140480079,0.126851805517084,-3.1448644424202,0.00166163804604288,0.00776466376655553
"ENSG00000111640",807.883777238602,0.145922294385039,0.0676942189297804,2.15557215859745,0.0311170884951048,0.0825386962734875
"ENSG00000155465",7.68498634436604,0.105144890644494,0.172306749850558,0.610764238399995,0.541355671646558,0.656985038406017
"ENSG00000076382",7.66410252005254,0.268944298194506,0.144504827005634,1.86259709769723,0.0625189729966425,0.138863904711262
"ENSG00000144591",16.4388678781403,-0.686922767014132,0.122307041237642,-5.61563557365091,1.9584103120097e-08,3.76617367694172e-07
"ENSG00000115762",15.8602416196934,-0.077923688000841,0.116983546330683,-0.666025225293466,0.505394977036839,0.626263912065476
"ENSG00000138801",10.5295368363311,0.0436915653015656,0.127847496327603,0.341704855085036,0.732573017989355,0.809472948054536
"ENSG00000141505",11.7586895732485,0.00342405716196368,0.134512204628763,0.0254617651942517,0.979686645547413,0.987091468110967
"ENSG00000163347",26.5611416672621,-0.122810131510261,0.112892536095374,-1.08757694040561,0.276781915248891,0.416428048664603
"ENSG00000139405",9.58741794760284,0.348279501790443,0.129510735035089,2.68948902808444,0.00715614994615585,0.0254667257870315
"ENSG00000119408",10.7150207248406,0.172416637670912,0.120927985792049,1.42582487914915,0.153918897560411,0.270983974578188
"ENSG00000117305",11.5194352845247,-0.279382206127963,0.134846502756659,-2.07284657451176,0.0381865603974248,0.0976638373335673
"ENSG00000108559",12.1650840815604,0.390969618359308,0.122050552345589,3.20508016149939,0.00135024870164065,0.0064605201035438
"ENSG00000095739",14.7364625390182,-0.0205653205423135,0.125741213906809,-0.163555486797004,0.870081089098996,0.910126662237443
"ENSG00000091732",14.5089336839983,0.0766638010079234,0.118332447111471,0.647945350142846,0.517020297543107,0.637509614726395
"ENSG00000136856",18.2276044152686,0.117246845183626,0.117508065506646,0.997745886867076,0.318402596097262,0.458264733379057
"ENSG00000143149",7.88492918889053,0.244556461497217,0.134197704658337,1.82172766701198,0.0684963177853166,0.148582034241468
"ENSG00000129474",18.0039808041585,-0.126083612684395,0.118959918341253,-4.52881816787949,5.93145142544481e-06,6.24363307941559e-05
"ENSG00000105398",7.52845859375834,-0.0205077043316615,0.151250493114337,-0.135630786922263,0.892113165896372,0.925428595328187
"ENSG00000006611",7.79309051940315,-0.254428344186436,0.152932214698796,-1.66475729757861,0.0959611865415614,0.193860982912245
"ENSG00000100462",17.2402298358542,0.162565800434155,0.111073896988416,1.46328441586345,0.14338957022417,0.258359585989495
"ENSG00000108244",6.32204364538152,-0.194511480591176,0.159137431220402,-1.22233765829339,0.221579963888981,0.356237884065885
"ENSG00000144354",8.75832331227542,0.464556815970975,0.128222939281427,3.62307059032518,0.000291126329713584,0.00179974545024665
"ENSG00000011009",18.271789616786,0.195128551593631,0.104791724405075,1.86182599561164,0.0626276210247792,0.138863904711262
"ENSG00000132744",7.4843134474333,-0.11106739381363,0.154460333071085,-0.719101161969829,0.472078591439234,0.600608894960858
"ENSG00000132437",10.8465463228106,-0.144374996382707,0.136196017289284,-1.0609556924933,0.288710037503724,0.427718574079591
"ENSG00000149483",13.0619456177202,-0.00992255767119661,0.12465997857667,-0.0796504654069689,0.936515257092402,0.956603939828807
"ENSG00000115380",9.04759943264446,0.0586074126130017,0.137102479009177,0.42753189734794,0.668991957403376,0.757635285847538
"ENSG00000117308",11.8725913952765,-0.288015964606711,0.123779673825785,-2.32680474752563,0.0199756596240107,0.0572368470602027
"ENSG00000100075",46.4989867592972,0.298671612185698,0.0886341094091209,3.36923340230535,0.000753775703998299,0.00405255754837795
"ENSG00000138835",7.68590641905272,-0.12415101964372,0.145022558600674,-0.856213097882616,0.391879919025933,0.532232597493091
"ENSG00000147383",12.5806481531,0.00305596123250845,0.126282885152085,0.024203308828584,0.980690438841063,0.987091468110967
"ENSG00000105011",7.71878343408786,0.773652468465216,0.138642080358144,5.5821854761926,2.37514881291535e-08,4.31845238711882e-07
"ENSG00000149636",8.68685040256803,0.153752023398003,0.130388516523519,1.1794933097078,0.238201799182981,0.371609671112295
"ENSG00000037897",14.250255269906,-0.303810250173172,0.122521835707977,-0.184228705442553,0.853834041189096,0.902572982229488
"ENSG00000100979",10.0176980978729,-0.166512448711502,0.132650412431471,-1.25499312291856,0.209481256478489,0.342125152315481
"ENSG00000159069",11.9583402895853,0.375493367907402,0.12194300321415,3.07955893516973,0.00207307350146559,0.00929629372854524
"ENSG00000151914",16.4284610518996,-0.860886478467879,0.131138773187055,-6.56271424141545,5.28370452044691e-11,1.50962986298483e-09
"ENSG00000117632",195.887522847012,0.220360029065131,0.0855597220335665,2.57537537823805,0.010013134963673,0.0331560760386523
"ENSG00000125826",15.7133887882355,-1.13952801640801,0.136178042279632,-7.22298261836662,5.08595170959134e-13,1.88368581836716e-11
"ENSG00000141562",14.728009033621,0.0657990712632876,0.115514201890064,0.569700588512693,0.568880790849484,0.676433758441717
